No,Machine,Point,Temp,Createtime
2020837,2,C,99.2,2023-09-25 19:27:13
2020835,2,C,100.6,2023-09-25 19:27:12
2020833,2,C,99.2,2023-09-25 19:27:11
2020831,2,C,104,2023-09-25 19:27:10
2020829,2,C,102.6,2023-09-25 19:27:09
2020827,2,C,104.6,2023-09-25 19:27:08
2020825,2,C,105.3,2023-09-25 19:27:07
2020823,2,C,96.8,2023-09-25 19:27:06
2020821,2,C,104,2023-09-25 19:27:05
2020819,2,C,105.3,2023-09-25 19:27:04
2020817,2,C,102.6,2023-09-25 19:27:03
2020815,2,C,105.3,2023-09-25 19:27:02
2020813,2,C,103.3,2023-09-25 19:27:01
2020811,2,C,108,2023-09-25 19:27:00
2020809,2,C,105.9,2023-09-25 19:26:59
2020807,2,C,105.9,2023-09-25 19:26:58
2020805,2,C,104.6,2023-09-25 19:26:57
2020803,2,C,106.6,2023-09-25 19:26:56
2020801,2,C,104.6,2023-09-25 19:26:55
2020799,2,C,108,2023-09-25 19:26:53
2020797,2,C,104,2023-09-25 19:26:52
2020795,2,C,109.5,2023-09-25 19:26:51
2020793,2,C,108,2023-09-25 19:26:50
2020791,2,C,109,2023-09-25 19:26:49
2020789,2,C,109.5,2023-09-25 19:26:48
2020787,2,C,109,2023-09-25 19:26:47
2020785,2,C,109.5,2023-09-25 19:26:46
2020783,2,C,111.5,2023-09-25 19:26:45
2020781,2,C,108.5,2023-09-25 19:26:44
2020779,2,C,108,2023-09-25 19:26:43
2020777,2,C,110,2023-09-25 19:26:42
2020775,2,C,111.5,2023-09-25 19:26:41
2020773,2,C,111.5,2023-09-25 19:26:40
2020771,2,C,111,2023-09-25 19:26:39
2020769,2,C,111.5,2023-09-25 19:26:38
2020767,2,C,110.5,2023-09-25 19:26:37
2020765,2,C,112,2023-09-25 19:26:36
2020763,2,C,112.8,2023-09-25 19:26:35
2020761,2,C,112.4,2023-09-25 19:26:34
2020759,2,C,112.4,2023-09-25 19:26:32
2020757,2,C,112.4,2023-09-25 19:26:31
2020755,2,C,113.7,2023-09-25 19:26:30
2020753,2,C,113.7,2023-09-25 19:26:29
2020751,2,C,114.2,2023-09-25 19:26:28
2020749,2,C,115.5,2023-09-25 19:26:27
2020747,2,C,116,2023-09-25 19:26:26
2020745,2,C,113.7,2023-09-25 19:26:25
2020743,2,C,113.3,2023-09-25 19:26:24
2020741,2,C,115.1,2023-09-25 19:26:23
2020739,2,C,112.8,2023-09-25 19:26:22
2020737,2,C,112.4,2023-09-25 19:26:21
2020735,2,C,112,2023-09-25 19:26:20
2020733,2,C,114.2,2023-09-25 19:26:19
2020731,2,C,114.2,2023-09-25 19:26:18
2020729,2,C,114.2,2023-09-25 19:26:17
2020727,2,C,114.2,2023-09-25 19:26:16
2020725,2,C,111.5,2023-09-25 19:26:15
2020723,2,C,111,2023-09-25 19:26:14
2020721,2,C,112.8,2023-09-25 19:26:13
2020719,2,C,113.3,2023-09-25 19:26:11
2020717,2,C,112.8,2023-09-25 19:26:10
2020715,2,C,116.4,2023-09-25 19:26:09
2020713,2,C,113.7,2023-09-25 19:26:08
2020710,2,C,115.1,2023-09-25 19:26:07
2020707,2,C,114.6,2023-09-25 19:26:06
2020704,2,C,116.4,2023-09-25 19:26:05
2020701,2,C,113.3,2023-09-25 19:26:04
2020698,2,C,113.7,2023-09-25 19:26:03
2020695,2,C,114.2,2023-09-25 19:26:02
2020692,2,C,115.1,2023-09-25 19:26:01
2020689,2,C,115.1,2023-09-25 19:26:00
2020687,2,C,116,2023-09-25 19:25:59
2020683,2,C,114.6,2023-09-25 19:25:58
2020680,2,C,112.8,2023-09-25 19:25:57
2020677,2,C,112.4,2023-09-25 19:25:56
2020674,2,C,112.8,2023-09-25 19:25:55
2020671,2,C,112.4,2023-09-25 19:25:54
2020669,2,C,112.4,2023-09-25 19:25:53
2020667,2,C,113.7,2023-09-25 19:25:52
2020664,2,C,111.5,2023-09-25 19:25:51
2020661,2,C,112,2023-09-25 19:25:50
2020658,2,C,113.3,2023-09-25 19:25:49
2020655,2,C,112.8,2023-09-25 19:25:47
2020652,2,C,112.8,2023-09-25 19:25:46
2020649,2,C,112.8,2023-09-25 19:25:45
2020646,2,C,113.3,2023-09-25 19:25:44
2020643,2,C,111.5,2023-09-25 19:25:43
2020640,2,C,109.5,2023-09-25 19:25:42
2020637,2,C,114.6,2023-09-25 19:25:41
2020634,2,C,114.6,2023-09-25 19:25:40
2020632,2,C,114.6,2023-09-25 19:25:39
2020630,2,C,114.2,2023-09-25 19:25:38
2020628,2,C,112.4,2023-09-25 19:25:37
2020626,2,C,111.5,2023-09-25 19:25:36
2020624,2,C,115.1,2023-09-25 19:25:35
2020622,2,C,111,2023-09-25 19:25:34
2020620,2,C,110,2023-09-25 19:25:33
2020618,2,C,110.5,2023-09-25 19:25:32
2020616,2,C,109.5,2023-09-25 19:25:31
2020614,2,C,106.6,2023-09-25 19:25:30
2020612,2,C,108.5,2023-09-25 19:25:29
2020610,2,C,105.9,2023-09-25 19:25:28
2020608,2,C,101.3,2023-09-25 19:25:27
2020606,2,C,103.3,2023-09-25 19:25:25
2020604,2,C,103.3,2023-09-25 19:25:24
2020602,2,C,103.3,2023-09-25 19:25:23
2020600,2,C,103.3,2023-09-25 19:25:22
2020598,2,C,104.6,2023-09-25 19:25:21
2020596,2,C,100,2023-09-25 19:25:20
2020594,2,C,101.9,2023-09-25 19:25:19
2020592,2,C,101.9,2023-09-25 19:25:18
2020590,2,C,101.9,2023-09-25 19:25:17
2020588,2,C,101.9,2023-09-25 19:25:16
2020586,2,C,100.6,2023-09-25 19:25:15
2020584,2,C,105.9,2023-09-25 19:25:14
2020582,2,C,103.3,2023-09-25 19:25:13
2020580,2,C,103.3,2023-09-25 19:25:12
2020578,2,C,101.9,2023-09-25 19:25:11
2020576,2,C,105.3,2023-09-25 19:25:10
2020574,2,C,104,2023-09-25 19:25:09
2020572,2,C,105.3,2023-09-25 19:25:08
2020570,2,C,104.6,2023-09-25 19:25:07
2020568,2,C,105.9,2023-09-25 19:25:06
2020566,2,C,104,2023-09-25 19:25:05
2020564,2,C,104.6,2023-09-25 19:25:03
2020562,2,C,104,2023-09-25 19:25:02
2020560,2,C,101.3,2023-09-25 19:25:01
2020558,2,C,105.9,2023-09-25 19:25:00
2020556,2,C,104,2023-09-25 19:24:59
2020554,2,C,105.3,2023-09-25 19:24:58
2020552,2,C,106.6,2023-09-25 19:24:57
2020550,2,C,105.9,2023-09-25 19:24:56
2020548,2,C,104,2023-09-25 19:24:55
2020546,2,C,107.3,2023-09-25 19:24:54
2020544,2,C,108,2023-09-25 19:24:53
2020542,2,C,107.3,2023-09-25 19:24:52
2020540,2,C,108.5,2023-09-25 19:24:51
2020538,2,C,108.5,2023-09-25 19:24:50
2020536,2,C,105.9,2023-09-25 19:24:49
2020534,2,C,107.3,2023-09-25 19:24:48
2020532,2,C,105.9,2023-09-25 19:24:47
2020530,2,C,109.5,2023-09-25 19:24:46
2020528,2,C,108.5,2023-09-25 19:24:45
2020526,2,C,107.4,2023-09-25 19:24:44
2020524,2,C,108.5,2023-09-25 19:24:43
2020522,2,C,111.5,2023-09-25 19:24:41
2020520,2,C,110.5,2023-09-25 19:24:40
2020518,2,C,110.5,2023-09-25 19:24:39
2020516,2,C,112,2023-09-25 19:24:38
2020514,2,C,108.5,2023-09-25 19:24:37
2020512,2,C,112,2023-09-25 19:24:36
2020510,2,C,113.3,2023-09-25 19:24:35
2020508,2,C,113.3,2023-09-25 19:24:34
2020506,2,C,116,2023-09-25 19:24:33
2020504,2,C,112.8,2023-09-25 19:24:32
2020502,2,C,113.3,2023-09-25 19:24:31
2020500,2,C,114.2,2023-09-25 19:24:30
2020498,2,C,113.7,2023-09-25 19:24:29
2020496,2,C,110.5,2023-09-25 19:24:28
2020494,2,C,112.8,2023-09-25 19:24:27
2020492,2,C,112,2023-09-25 19:24:26
2020490,2,C,113.3,2023-09-25 19:24:25
2020488,2,C,112,2023-09-25 19:24:24
2020486,2,C,112,2023-09-25 19:24:23
2020484,2,C,114.2,2023-09-25 19:24:21
2020482,2,C,113.3,2023-09-25 19:24:20
2020480,2,C,113.3,2023-09-25 19:24:19
2020478,2,C,113.3,2023-09-25 19:24:18
2020476,2,C,113.7,2023-09-25 19:24:17
2020474,2,C,113.3,2023-09-25 19:24:16
2020472,2,C,112.4,2023-09-25 19:24:15
2020470,2,C,113.3,2023-09-25 19:24:14
2020468,2,C,112.8,2023-09-25 19:24:13
2020466,2,C,112.8,2023-09-25 19:24:12
2020464,2,C,113.3,2023-09-25 19:24:11
2020462,2,C,115.1,2023-09-25 19:24:10
2020460,2,C,114.6,2023-09-25 19:24:09
2020458,2,C,114.2,2023-09-25 19:24:08
2020456,2,C,113.3,2023-09-25 19:24:07
2020453,2,C,111.5,2023-09-25 19:24:06
2020450,2,C,111,2023-09-25 19:24:05
2020447,2,C,110.5,2023-09-25 19:24:04
2020445,2,C,112,2023-09-25 19:24:03
2020442,2,C,116,2023-09-25 19:24:02
2020439,2,C,112,2023-09-25 19:24:01
2020436,2,C,113.7,2023-09-25 19:24:00
2020433,2,C,113.3,2023-09-25 19:23:59
2020430,2,C,113.7,2023-09-25 19:23:57
2020427,2,C,113.3,2023-09-25 19:23:56
2020424,2,C,114.6,2023-09-25 19:23:55
2020421,2,C,111,2023-09-25 19:23:54
2020418,2,C,112.4,2023-09-25 19:23:53
2020415,2,C,111.5,2023-09-25 19:23:52
2020412,2,C,113.7,2023-09-25 19:23:51
2020409,2,C,112.8,2023-09-25 19:23:50
2020406,2,C,112,2023-09-25 19:23:49
2020403,2,C,112,2023-09-25 19:23:48
2020400,2,C,112.8,2023-09-25 19:23:47
2020397,2,C,113.3,2023-09-25 19:23:46
2020395,2,C,113.7,2023-09-25 19:23:45
2020392,2,C,113.7,2023-09-25 19:23:44
2020389,2,C,112.4,2023-09-25 19:23:43
2020386,2,C,114.2,2023-09-25 19:23:42
2020383,2,C,112,2023-09-25 19:23:41
2020380,2,C,113.3,2023-09-25 19:23:40
2020377,2,C,110,2023-09-25 19:23:39
2020374,2,C,111,2023-09-25 19:23:38
2020372,2,C,111,2023-09-25 19:23:37
2020370,2,C,111,2023-09-25 19:23:36
2020368,2,C,109.5,2023-09-25 19:23:35
2020366,2,C,109,2023-09-25 19:23:33
2020364,2,C,107.4,2023-09-25 19:23:32
2020362,2,C,106.8,2023-09-25 19:23:31
2020360,2,C,106.8,2023-09-25 19:23:30
2020358,2,C,108,2023-09-25 19:23:29
2020356,2,C,104,2023-09-25 19:23:28
2020354,2,C,105.1,2023-09-25 19:23:27
2020352,2,C,107.4,2023-09-25 19:23:26
2020350,2,C,107.4,2023-09-25 19:23:25
2020348,2,C,108,2023-09-25 19:23:24
2020346,2,C,101.6,2023-09-25 19:23:23
2020344,2,C,104,2023-09-25 19:23:22
2020342,2,C,101.6,2023-09-25 19:23:21
2020340,2,C,104.5,2023-09-25 19:23:20
2020338,2,C,102.4,2023-09-25 19:23:19
2020336,2,C,104,2023-09-25 19:23:18
2020334,2,C,104.5,2023-09-25 19:23:17
2020332,2,C,101.6,2023-09-25 19:23:16
2020330,2,C,102.4,2023-09-25 19:23:14
2020328,2,C,101.6,2023-09-25 19:23:13
2020326,2,C,100.8,2023-09-25 19:23:12
2020324,2,C,103.2,2023-09-25 19:23:11
2020322,2,C,106.2,2023-09-25 19:23:10
2020320,2,C,106.8,2023-09-25 19:23:09
2020318,2,C,102.4,2023-09-25 19:23:08
2020316,2,C,102.4,2023-09-25 19:23:07
2020314,2,C,106.8,2023-09-25 19:23:06
2020312,2,C,108,2023-09-25 19:23:05
2020310,2,C,103.2,2023-09-25 19:23:04
2020308,2,C,104,2023-09-25 19:23:03
2020306,2,C,106.2,2023-09-25 19:23:02
2020304,2,C,107.4,2023-09-25 19:23:01
2020302,2,C,106.2,2023-09-25 19:23:00
2020300,2,C,106.2,2023-09-25 19:22:59
2020298,2,C,107.4,2023-09-25 19:22:58
2020296,2,C,108,2023-09-25 19:22:57
2020294,2,C,106.2,2023-09-25 19:22:56
2020292,2,C,108,2023-09-25 19:22:55
2020290,2,C,104.5,2023-09-25 19:22:54
2020288,2,C,105.7,2023-09-25 19:22:53
2020286,2,C,108,2023-09-25 19:22:51
2020284,2,C,109,2023-09-25 19:22:50
2020282,2,C,113.3,2023-09-25 19:22:49
2020280,2,C,110.5,2023-09-25 19:22:48
2020278,2,C,107.4,2023-09-25 19:22:47
2020276,2,C,111.5,2023-09-25 19:22:46
2020274,2,C,111,2023-09-25 19:22:45
2020272,2,C,110.5,2023-09-25 19:22:44
2020270,2,C,112.8,2023-09-25 19:22:43
2020268,2,C,115.1,2023-09-25 19:22:42
2020266,2,C,111,2023-09-25 19:22:41
2020264,2,C,112,2023-09-25 19:22:40
2020262,2,C,112.8,2023-09-25 19:22:39
2020260,2,C,113.3,2023-09-25 19:22:38
2020258,2,C,113.7,2023-09-25 19:22:37
2020256,2,C,113.3,2023-09-25 19:22:36
2020254,2,C,111,2023-09-25 19:22:35
2020252,2,C,116.4,2023-09-25 19:22:33
2020250,2,C,112,2023-09-25 19:22:32
2020248,2,C,111,2023-09-25 19:22:31
2020246,2,C,112,2023-09-25 19:22:30
2020244,2,C,116,2023-09-25 19:22:29
2020242,2,C,114.6,2023-09-25 19:22:28
2020240,2,C,113.3,2023-09-25 19:22:27
2020238,2,C,113.7,2023-09-25 19:22:26
2020236,2,C,113.7,2023-09-25 19:22:25
2020234,2,C,114.2,2023-09-25 19:22:24
2020232,2,C,115.5,2023-09-25 19:22:23
2020230,2,C,114.2,2023-09-25 19:22:22
2020228,2,C,113.3,2023-09-25 19:22:21
2020226,2,C,112.4,2023-09-25 19:22:20
2020224,2,C,114.2,2023-09-25 19:22:19
2020222,2,C,112.4,2023-09-25 19:22:18
2020220,2,C,115.1,2023-09-25 19:22:17
2020218,2,C,114.2,2023-09-25 19:22:16
2020216,2,C,113.3,2023-09-25 19:22:15
2020214,2,C,114.6,2023-09-25 19:22:13
2020212,2,C,114.2,2023-09-25 19:22:12
2020211,2,C,112,2023-09-25 19:22:11
2020208,2,C,113.7,2023-09-25 19:22:10
2020205,2,C,114.6,2023-09-25 19:22:09
2020202,2,C,112.4,2023-09-25 19:22:08
2020199,2,C,112.8,2023-09-25 19:22:07
2020196,2,C,116.8,2023-09-25 19:22:06
2020193,2,C,116.4,2023-09-25 19:22:05
2020190,2,C,115.5,2023-09-25 19:22:04
2020187,2,C,113.3,2023-09-25 19:22:03
2020184,2,C,114.6,2023-09-25 19:22:02
2020182,2,C,113.3,2023-09-25 19:22:01
2020179,2,C,114.2,2023-09-25 19:22:00
2020176,2,C,113.7,2023-09-25 19:21:59
2020173,2,C,113.7,2023-09-25 19:21:58
2020170,2,C,114.2,2023-09-25 19:21:57
2020167,2,C,114.6,2023-09-25 19:21:56
2020164,2,C,112,2023-09-25 19:21:55
2020161,2,C,112.4,2023-09-25 19:21:54
2020158,2,C,114.2,2023-09-25 19:21:52
2020155,2,C,113.3,2023-09-25 19:21:51
2020152,2,C,115.5,2023-09-25 19:21:50
2020149,2,C,113.3,2023-09-25 19:21:49
2020146,2,C,114.2,2023-09-25 19:21:48
2020143,2,C,113.3,2023-09-25 19:21:47
2020140,2,C,113.7,2023-09-25 19:21:46
2020137,2,C,113.3,2023-09-25 19:21:45
2020134,2,C,112.8,2023-09-25 19:21:44
2020131,2,C,115.1,2023-09-25 19:21:43
2020128,2,C,111.5,2023-09-25 19:21:42
2020126,2,C,111,2023-09-25 19:21:41
2020124,2,C,112.8,2023-09-25 19:21:40
2020122,2,C,112.4,2023-09-25 19:21:39
2020120,2,C,109.5,2023-09-25 19:21:38
2020118,2,C,113.3,2023-09-25 19:21:37
2020116,2,C,113.7,2023-09-25 19:21:36
2020114,2,C,111,2023-09-25 19:21:35
2020112,2,C,110.5,2023-09-25 19:21:34
2020110,2,C,111,2023-09-25 19:21:32
2020108,2,C,109.5,2023-09-25 19:21:31
2020106,2,C,108,2023-09-25 19:21:30
2020104,2,C,106.8,2023-09-25 19:21:29
2020102,2,C,105.7,2023-09-25 19:21:28
2020100,2,C,103.3,2023-09-25 19:21:27
2020098,2,C,105.1,2023-09-25 19:21:26
2020096,2,C,104,2023-09-25 19:21:25
2020094,2,C,107.4,2023-09-25 19:21:24
2020092,2,C,106.2,2023-09-25 19:21:23
2020090,2,C,103.3,2023-09-25 19:21:22
2020088,2,C,104,2023-09-25 19:21:21
2020086,2,C,100.6,2023-09-25 19:21:20
2020084,2,C,104.5,2023-09-25 19:21:19
2020082,2,C,104,2023-09-25 19:21:18
2020080,2,C,100,2023-09-25 19:21:17
2020078,2,C,102.6,2023-09-25 19:21:16
2020076,2,C,100.6,2023-09-25 19:21:15
2020074,2,C,104,2023-09-25 19:21:14
2020072,2,C,104.5,2023-09-25 19:21:13
2020070,2,C,107.4,2023-09-25 19:21:11
2020068,2,C,105.7,2023-09-25 19:21:10
2020066,2,C,102.6,2023-09-25 19:21:09
2020064,2,C,104,2023-09-25 19:21:08
2020062,2,C,105.7,2023-09-25 19:21:07
2020060,2,C,103.3,2023-09-25 19:21:06
2020058,2,C,102.6,2023-09-25 19:21:05
2020056,2,C,107.4,2023-09-25 19:21:04
2020054,2,C,104,2023-09-25 19:21:03
2020052,2,C,109,2023-09-25 19:21:02
2020050,2,C,106.8,2023-09-25 19:21:01
2020048,2,C,106.2,2023-09-25 19:21:00
2020046,2,C,106.2,2023-09-25 19:20:59
2020044,2,C,108,2023-09-25 19:20:58
2020042,2,C,109.5,2023-09-25 19:20:57
2020040,2,C,108,2023-09-25 19:20:56
2020038,2,C,108.5,2023-09-25 19:20:55
2020036,2,C,109,2023-09-25 19:20:54
2020034,2,C,108.5,2023-09-25 19:20:53
2020032,2,C,106.2,2023-09-25 19:20:52
2020030,2,C,109.5,2023-09-25 19:20:51
2020028,2,C,109,2023-09-25 19:20:49
2020026,2,C,111.5,2023-09-25 19:20:48
2020024,2,C,109.5,2023-09-25 19:20:47
2020022,2,C,110,2023-09-25 19:20:46
2020020,2,C,108,2023-09-25 19:20:45
2020018,2,C,112.4,2023-09-25 19:20:44
2020016,2,C,110.5,2023-09-25 19:20:43
2020014,2,C,112,2023-09-25 19:20:42
2020012,2,C,112.4,2023-09-25 19:20:41
2020010,2,C,112.4,2023-09-25 19:20:40
2020008,2,C,110,2023-09-25 19:20:39
2020006,2,C,113.7,2023-09-25 19:20:38
2020004,2,C,112.8,2023-09-25 19:20:37
2020002,2,C,111.5,2023-09-25 19:20:36
2020000,2,C,113.3,2023-09-25 19:20:35
2019998,2,C,115.5,2023-09-25 19:20:34
2019996,2,C,113.7,2023-09-25 19:20:33
2019994,2,C,111.5,2023-09-25 19:20:32
2019992,2,C,114.6,2023-09-25 19:20:31
2019990,2,C,111.5,2023-09-25 19:20:30
2019988,2,C,115.1,2023-09-25 19:20:29
2019986,2,C,112.8,2023-09-25 19:20:27
2019984,2,C,114.6,2023-09-25 19:20:26
2019982,2,C,117.2,2023-09-25 19:20:25
2019980,2,C,113.7,2023-09-25 19:20:24
2019979,2,C,112.8,2023-09-25 19:20:23
2019976,2,C,112.8,2023-09-25 19:20:22
2019975,2,C,114.2,2023-09-25 19:20:21
2019973,2,C,113.7,2023-09-25 19:20:20
2019971,2,C,113.3,2023-09-25 19:20:19
2019969,2,C,113.3,2023-09-25 19:20:18
2019967,2,C,113.3,2023-09-25 19:20:17
2019965,2,C,112.8,2023-09-25 19:20:16
2019963,2,C,113.3,2023-09-25 19:20:15
2019961,2,C,114.2,2023-09-25 19:20:14
2019959,2,C,112.4,2023-09-25 19:20:13
2019956,2,C,112.8,2023-09-25 19:20:12
2019953,2,C,114.2,2023-09-25 19:20:11
2019950,2,C,113.7,2023-09-25 19:20:10
2019947,2,C,113.7,2023-09-25 19:20:09
2019944,2,C,115.1,2023-09-25 19:20:08
2019941,2,C,113.7,2023-09-25 19:20:07
2019938,2,C,112.4,2023-09-25 19:20:05
2019935,2,C,113.7,2023-09-25 19:20:04
2019932,2,C,113.3,2023-09-25 19:20:03
2019929,2,C,113.3,2023-09-25 19:20:02
2019926,2,C,112.8,2023-09-25 19:20:01
2019923,2,C,112.8,2023-09-25 19:20:00
2019920,2,C,113.3,2023-09-25 19:19:59
2019917,2,C,112.4,2023-09-25 19:19:58
2019914,2,C,113.7,2023-09-25 19:19:57
2019911,2,C,112,2023-09-25 19:19:56
2019908,2,C,112.8,2023-09-25 19:19:55
2019906,2,C,110,2023-09-25 19:19:54
2019903,2,C,115.5,2023-09-25 19:19:53
2019900,2,C,112,2023-09-25 19:19:52
2019897,2,C,112.8,2023-09-25 19:19:51
2019894,2,C,113.7,2023-09-25 19:19:50
2019891,2,C,113.7,2023-09-25 19:19:49
2019888,2,C,112.8,2023-09-25 19:19:48
2019885,2,C,113.3,2023-09-25 19:19:47
2019882,2,C,112.4,2023-09-25 19:19:46
2019879,2,C,112,2023-09-25 19:19:44
2019877,2,C,114.2,2023-09-25 19:19:43
2019875,2,C,113.7,2023-09-25 19:19:42
2019873,2,C,115.1,2023-09-25 19:19:41
2019871,2,C,111.5,2023-09-25 19:19:40
2019869,2,C,110.5,2023-09-25 19:19:39
2019867,2,C,112,2023-09-25 19:19:38
2019865,2,C,111,2023-09-25 19:19:37
2019863,2,C,108,2023-09-25 19:19:36
2019861,2,C,109.5,2023-09-25 19:19:35
2019859,2,C,110,2023-09-25 19:19:34
2019857,2,C,106.8,2023-09-25 19:19:33
2019855,2,C,105.1,2023-09-25 19:19:32
2019853,2,C,106.8,2023-09-25 19:19:31
2019851,2,C,106.2,2023-09-25 19:19:30
2019849,2,C,107.4,2023-09-25 19:19:29
2019847,2,C,105.7,2023-09-25 19:19:28
2019845,2,C,104,2023-09-25 19:19:27
2019843,2,C,106.8,2023-09-25 19:19:26
2019841,2,C,104.5,2023-09-25 19:19:25
2019839,2,C,103.3,2023-09-25 19:19:23
2019837,2,C,100,2023-09-25 19:19:22
2019835,2,C,102.6,2023-09-25 19:19:21
2019833,2,C,103.3,2023-09-25 19:19:20
2019831,2,C,104.5,2023-09-25 19:19:19
2019829,2,C,103.3,2023-09-25 19:19:18
2019827,2,C,104.5,2023-09-25 19:19:17
2019825,2,C,101.3,2023-09-25 19:19:16
2019823,2,C,102.6,2023-09-25 19:19:15
2019821,2,C,102.6,2023-09-25 19:19:14
2019819,2,C,104.5,2023-09-25 19:19:13
2019817,2,C,102.6,2023-09-25 19:19:12
2019815,2,C,104.5,2023-09-25 19:19:11
2019813,2,C,106.8,2023-09-25 19:19:10
2019811,2,C,105.1,2023-09-25 19:19:09
2019809,2,C,105.7,2023-09-25 19:19:08
2019807,2,C,100.6,2023-09-25 19:19:07
2019805,2,C,106.8,2023-09-25 19:19:06
2019803,2,C,103.3,2023-09-25 19:19:05
2019801,2,C,105.1,2023-09-25 19:19:04
2019799,2,C,104,2023-09-25 19:19:03
2019797,2,C,104.5,2023-09-25 19:19:01
2019795,2,C,106.8,2023-09-25 19:19:00
2019793,2,C,107.4,2023-09-25 19:18:59
2019791,2,C,106.2,2023-09-25 19:18:58
2019789,2,C,105.7,2023-09-25 19:18:57
2019787,2,C,109,2023-09-25 19:18:56
2019785,2,C,105.7,2023-09-25 19:18:55
2019783,2,C,110,2023-09-25 19:18:54
2019781,2,C,109.5,2023-09-25 19:18:53
2019779,2,C,108.5,2023-09-25 19:18:52
2019777,2,C,111,2023-09-25 19:18:51
2019775,2,C,110.5,2023-09-25 19:18:50
2019774,2,C,110,2023-09-25 19:18:49
2019772,2,C,112.4,2023-09-25 19:18:48
2019769,2,C,111.5,2023-09-25 19:18:47
2019767,2,C,114.2,2023-09-25 19:18:46
2019765,2,C,112.8,2023-09-25 19:18:45
2019763,2,C,113.7,2023-09-25 19:18:44
2019761,2,C,112.4,2023-09-25 19:18:43
2019759,2,C,113.3,2023-09-25 19:18:42
2019757,2,C,113.7,2023-09-25 19:18:40
2019755,2,C,113.3,2023-09-25 19:18:39
2019753,2,C,113.3,2023-09-25 19:18:38
2019751,2,C,117.2,2023-09-25 19:18:37
2019749,2,C,114.2,2023-09-25 19:18:36
2019747,2,C,113.7,2023-09-25 19:18:35
2019745,2,C,112.4,2023-09-25 19:18:34
2019743,2,C,116,2023-09-25 19:18:33
2019741,2,C,114.2,2023-09-25 19:18:32
2019739,2,C,115.5,2023-09-25 19:18:31
2019737,2,C,113.3,2023-09-25 19:18:30
2019735,2,C,114.2,2023-09-25 19:18:29
2019733,2,C,115.1,2023-09-25 19:18:28
2019732,2,C,114.2,2023-09-25 19:18:27
2019730,2,C,115.1,2023-09-25 19:18:26
2019728,2,C,113.3,2023-09-25 19:18:25
2019726,2,C,115.5,2023-09-25 19:18:24
2019724,2,C,112,2023-09-25 19:18:23
2019722,2,C,116.8,2023-09-25 19:18:22
2019720,2,C,112.8,2023-09-25 19:18:21
2019718,2,C,112.8,2023-09-25 19:18:20
2019716,2,C,115.1,2023-09-25 19:18:18
2019714,2,C,115.1,2023-09-25 19:18:17
2019712,2,C,113.7,2023-09-25 19:18:16
2019710,2,C,114.2,2023-09-25 19:18:15
2019708,2,C,114.2,2023-09-25 19:18:14
2019706,2,C,116.8,2023-09-25 19:18:13
2019703,2,C,114.2,2023-09-25 19:18:12
2019700,2,C,115.1,2023-09-25 19:18:11
2019698,2,C,113.3,2023-09-25 19:18:10
2019695,2,C,112.4,2023-09-25 19:18:09
2019692,2,C,112.8,2023-09-25 19:18:08
2019689,2,C,114.6,2023-09-25 19:18:07
2019686,2,C,114.2,2023-09-25 19:18:06
2019683,2,C,114.6,2023-09-25 19:18:05
2019680,2,C,114.6,2023-09-25 19:18:04
2019677,2,C,112.8,2023-09-25 19:18:03
2019674,2,C,114.2,2023-09-25 19:18:02
2019671,2,C,115.5,2023-09-25 19:18:01
2019668,2,C,114.2,2023-09-25 19:18:00
2019665,2,C,114.6,2023-09-25 19:17:59
2019662,2,C,114.2,2023-09-25 19:17:58
2019659,2,C,112,2023-09-25 19:17:56
2019656,2,C,112.4,2023-09-25 19:17:55
2019653,2,C,114.2,2023-09-25 19:17:54
2019650,2,C,114.6,2023-09-25 19:17:53
2019647,2,C,113.7,2023-09-25 19:17:52
2019644,2,C,114.2,2023-09-25 19:17:51
2019641,2,C,114.2,2023-09-25 19:17:50
2019638,2,C,113.3,2023-09-25 19:17:49
2019635,2,C,115.1,2023-09-25 19:17:48
2019632,2,C,113.3,2023-09-25 19:17:47
2019629,2,C,112.4,2023-09-25 19:17:46
2019626,2,C,113.3,2023-09-25 19:17:45
2019623,2,C,111.5,2023-09-25 19:17:44
2019621,2,C,111.5,2023-09-25 19:17:43
2019619,2,C,112.4,2023-09-25 19:17:42
2019617,2,C,112.4,2023-09-25 19:17:41
2019615,2,C,111.5,2023-09-25 19:17:39
2019613,2,C,109,2023-09-25 19:17:38
2019611,2,C,112,2023-09-25 19:17:37
2019609,2,C,110,2023-09-25 19:17:36
2019607,2,C,109.5,2023-09-25 19:17:35
2019605,2,C,111,2023-09-25 19:17:34
2019603,2,C,110.5,2023-09-25 19:17:33
2019601,2,C,106.8,2023-09-25 19:17:32
2019599,2,C,104.5,2023-09-25 19:17:31
2019597,2,C,107.4,2023-09-25 19:17:30
2019595,2,C,108,2023-09-25 19:17:29
2019593,2,C,107.4,2023-09-25 19:17:28
2019591,2,C,106.8,2023-09-25 19:17:27
2019589,2,C,99.2,2023-09-25 19:17:26
2019587,2,C,104,2023-09-25 19:17:25
2019585,2,C,104.5,2023-09-25 19:17:24
2019583,2,C,101.3,2023-09-25 19:17:23
2019581,2,C,105.1,2023-09-25 19:17:22
2019579,2,C,103.3,2023-09-25 19:17:21
2019577,2,C,101.9,2023-09-25 19:17:20
2019575,2,C,103.3,2023-09-25 19:17:18
