No,Machine,Point,Temp,Createtime
2019573,2,C,104,2023-09-25 19:17:17
2019571,2,C,106.8,2023-09-25 19:17:16
2019569,2,C,105.1,2023-09-25 19:17:15
2019567,2,C,105.7,2023-09-25 19:17:14
2019565,2,C,105.1,2023-09-25 19:17:13
2019563,2,C,101.3,2023-09-25 19:17:12
2019561,2,C,106.2,2023-09-25 19:17:11
2019559,2,C,106.2,2023-09-25 19:17:10
2019557,2,C,105.7,2023-09-25 19:17:09
2019555,2,C,105.1,2023-09-25 19:17:08
2019553,2,C,108,2023-09-25 19:17:07
2019551,2,C,106.2,2023-09-25 19:17:06
2019549,2,C,104,2023-09-25 19:17:05
2019547,2,C,108.5,2023-09-25 19:17:04
2019545,2,C,105.1,2023-09-25 19:17:03
2019543,2,C,105.1,2023-09-25 19:17:02
2019541,2,C,108.5,2023-09-25 19:17:01
2019539,2,C,109,2023-09-25 19:17:00
2019537,2,C,105.7,2023-09-25 19:16:58
2019535,2,C,107.4,2023-09-25 19:16:57
2019533,2,C,110.5,2023-09-25 19:16:56
2019531,2,C,110,2023-09-25 19:16:55
2019529,2,C,110,2023-09-25 19:16:54
2019527,2,C,108.5,2023-09-25 19:16:53
2019525,2,C,108.5,2023-09-25 19:16:52
2019523,2,C,109,2023-09-25 19:16:51
2019521,2,C,110,2023-09-25 19:16:50
2019519,2,C,108.5,2023-09-25 19:16:49
2019517,2,C,112,2023-09-25 19:16:48
2019515,2,C,111,2023-09-25 19:16:47
2019513,2,C,112,2023-09-25 19:16:46
2019511,2,C,111.5,2023-09-25 19:16:45
2019509,2,C,111,2023-09-25 19:16:44
2019507,2,C,112.8,2023-09-25 19:16:43
2019506,2,C,111,2023-09-25 19:16:42
2019504,2,C,110,2023-09-25 19:16:41
2019502,2,C,112.8,2023-09-25 19:16:40
2019500,2,C,112.8,2023-09-25 19:16:39
2019498,2,C,112.8,2023-09-25 19:16:37
2019496,2,C,113.7,2023-09-25 19:16:36
2019494,2,C,114.6,2023-09-25 19:16:35
2019492,2,C,112.4,2023-09-25 19:16:34
2019490,2,C,115.1,2023-09-25 19:16:33
2019488,2,C,114.2,2023-09-25 19:16:32
2019486,2,C,111,2023-09-25 19:16:31
2019484,2,C,117.2,2023-09-25 19:16:30
2019482,2,C,115.1,2023-09-25 19:16:29
2019480,2,C,115.5,2023-09-25 19:16:28
2019478,2,C,116.8,2023-09-25 19:16:27
2019476,2,C,113.7,2023-09-25 19:16:26
2019474,2,C,115.1,2023-09-25 19:16:25
2019472,2,C,116.8,2023-09-25 19:16:24
2019470,2,C,113.7,2023-09-25 19:16:23
2019468,2,C,111,2023-09-25 19:16:22
2019466,2,C,111,2023-09-25 19:16:21
2019464,2,C,112.4,2023-09-25 19:16:20
2019462,2,C,113.7,2023-09-25 19:16:19
2019460,2,C,115.1,2023-09-25 19:16:18
2019458,2,C,114.2,2023-09-25 19:16:17
2019456,2,C,112.4,2023-09-25 19:16:15
2019454,2,C,115.1,2023-09-25 19:16:14
2019452,2,C,115.1,2023-09-25 19:16:13
2019450,2,C,113.3,2023-09-25 19:16:12
2019448,2,C,114.2,2023-09-25 19:16:11
2019445,2,C,112.4,2023-09-25 19:16:10
2019442,2,C,113.3,2023-09-25 19:16:09
2019439,2,C,112,2023-09-25 19:16:08
2019436,2,C,114.6,2023-09-25 19:16:07
2019433,2,C,114.6,2023-09-25 19:16:06
2019430,2,C,116,2023-09-25 19:16:05
2019427,2,C,114.6,2023-09-25 19:16:04
2019424,2,C,114.2,2023-09-25 19:16:03
2019421,2,C,114.2,2023-09-25 19:16:02
2019418,2,C,114.2,2023-09-25 19:16:01
2019415,2,C,115.1,2023-09-25 19:16:00
2019412,2,C,113.7,2023-09-25 19:15:59
2019409,2,C,112.4,2023-09-25 19:15:58
2019406,2,C,113.3,2023-09-25 19:15:57
2019403,2,C,113.7,2023-09-25 19:15:56
2019400,2,C,115.1,2023-09-25 19:15:55
2019397,2,C,114.2,2023-09-25 19:15:53
2019394,2,C,113.7,2023-09-25 19:15:52
2019391,2,C,114.2,2023-09-25 19:15:51
2019388,2,C,114.6,2023-09-25 19:15:50
2019385,2,C,109.5,2023-09-25 19:15:49
2019383,2,C,113.3,2023-09-25 19:15:48
2019380,2,C,112.8,2023-09-25 19:15:47
2019377,2,C,109,2023-09-25 19:15:46
2019374,2,C,112,2023-09-25 19:15:45
2019371,2,C,113.3,2023-09-25 19:15:44
2019368,2,C,110.5,2023-09-25 19:15:43
2019366,2,C,111,2023-09-25 19:15:42
2019364,2,C,109,2023-09-25 19:15:41
2019362,2,C,112.8,2023-09-25 19:15:40
2019360,2,C,111,2023-09-25 19:15:39
2019358,2,C,109.5,2023-09-25 19:15:38
2019356,2,C,108.5,2023-09-25 19:15:37
2019354,2,C,110.5,2023-09-25 19:15:36
2019352,2,C,106.2,2023-09-25 19:15:35
2019350,2,C,106.8,2023-09-25 19:15:34
2019348,2,C,106.2,2023-09-25 19:15:32
2019346,2,C,105.7,2023-09-25 19:15:31
2019344,2,C,106.8,2023-09-25 19:15:30
2019342,2,C,104.5,2023-09-25 19:15:29
2019340,2,C,102.6,2023-09-25 19:15:28
2019338,2,C,107.4,2023-09-25 19:15:27
2019336,2,C,104,2023-09-25 19:15:26
2019334,2,C,104,2023-09-25 19:15:25
2019332,2,C,104,2023-09-25 19:15:24
2019330,2,C,98.4,2023-09-25 19:15:23
2019328,2,C,101.3,2023-09-25 19:15:22
2019326,2,C,98.4,2023-09-25 19:15:21
2019324,2,C,101.9,2023-09-25 19:15:20
2019322,2,C,100,2023-09-25 19:15:19
2019320,2,C,101.9,2023-09-25 19:15:18
2019318,2,C,101.3,2023-09-25 19:15:17
2019316,2,C,101.9,2023-09-25 19:15:16
2019314,2,C,106.2,2023-09-25 19:15:15
2019312,2,C,104,2023-09-25 19:15:14
2019310,2,C,101.9,2023-09-25 19:15:12
2019308,2,C,104.5,2023-09-25 19:15:11
2019306,2,C,102.6,2023-09-25 19:15:10
2019304,2,C,102.6,2023-09-25 19:15:09
2019303,2,C,104.5,2023-09-25 19:15:08
2019301,2,C,104.5,2023-09-25 19:15:07
2019299,2,C,101.9,2023-09-25 19:15:06
2019297,2,C,104.5,2023-09-25 19:15:05
2019295,2,C,104.5,2023-09-25 19:15:04
2019293,2,C,103.3,2023-09-25 19:15:03
2019291,2,C,104,2023-09-25 19:15:02
2019289,2,C,103.3,2023-09-25 19:15:01
2019287,2,C,101.9,2023-09-25 19:15:00
2019285,2,C,105.7,2023-09-25 19:14:59
2019283,2,C,108.5,2023-09-25 19:14:58
2019281,2,C,107.4,2023-09-25 19:14:57
2019279,2,C,106.8,2023-09-25 19:14:56
2019277,2,C,107.4,2023-09-25 19:14:55
2019275,2,C,110,2023-09-25 19:14:54
2019273,2,C,109.5,2023-09-25 19:14:53
2019271,2,C,105.7,2023-09-25 19:14:52
2019269,2,C,106.8,2023-09-25 19:14:51
2019267,2,C,111,2023-09-25 19:14:50
2019265,2,C,110.5,2023-09-25 19:14:48
2019263,2,C,112.8,2023-09-25 19:14:47
2019261,2,C,111.5,2023-09-25 19:14:46
2019259,2,C,111,2023-09-25 19:14:45
2019257,2,C,109.5,2023-09-25 19:14:44
2019255,2,C,110,2023-09-25 19:14:43
2019253,2,C,111,2023-09-25 19:14:42
2019251,2,C,113.7,2023-09-25 19:14:41
2019249,2,C,113.3,2023-09-25 19:14:40
2019247,2,C,113.3,2023-09-25 19:14:39
2019245,2,C,111.5,2023-09-25 19:14:38
2019243,2,C,114.6,2023-09-25 19:14:37
2019241,2,C,114.6,2023-09-25 19:14:36
2019239,2,C,112.8,2023-09-25 19:14:35
2019237,2,C,112,2023-09-25 19:14:34
2019235,2,C,114.6,2023-09-25 19:14:33
2019233,2,C,111,2023-09-25 19:14:32
2019231,2,C,114.6,2023-09-25 19:14:31
2019229,2,C,112.8,2023-09-25 19:14:30
2019227,2,C,114.6,2023-09-25 19:14:28
2019225,2,C,113.7,2023-09-25 19:14:27
2019223,2,C,114.2,2023-09-25 19:14:26
2019221,2,C,112.8,2023-09-25 19:14:25
2019219,2,C,113.7,2023-09-25 19:14:24
2019217,2,C,113.3,2023-09-25 19:14:23
2019215,2,C,112,2023-09-25 19:14:22
2019213,2,C,112.4,2023-09-25 19:14:21
2019211,2,C,112.8,2023-09-25 19:14:20
2019209,2,C,112.4,2023-09-25 19:14:19
2019207,2,C,115.5,2023-09-25 19:14:18
2019205,2,C,115.1,2023-09-25 19:14:17
2019203,2,C,114.2,2023-09-25 19:14:16
2019201,2,C,116,2023-09-25 19:14:15
2019198,2,C,114.6,2023-09-25 19:14:14
2019195,2,C,113.7,2023-09-25 19:14:13
2019193,2,C,114.6,2023-09-25 19:14:12
2019190,2,C,112.4,2023-09-25 19:14:11
2019187,2,C,113.7,2023-09-25 19:14:10
2019184,2,C,115.1,2023-09-25 19:14:08
2019181,2,C,112.8,2023-09-25 19:14:07
2019178,2,C,112.8,2023-09-25 19:14:06
2019175,2,C,112.4,2023-09-25 19:14:05
2019172,2,C,114.6,2023-09-25 19:14:04
2019169,2,C,112.4,2023-09-25 19:14:03
2019166,2,C,114.2,2023-09-25 19:14:02
2019163,2,C,114.6,2023-09-25 19:14:01
2019160,2,C,116,2023-09-25 19:14:00
2019157,2,C,112,2023-09-25 19:13:59
2019154,2,C,111.4,2023-09-25 19:13:58
2019151,2,C,112.8,2023-09-25 19:13:57
2019148,2,C,114.2,2023-09-25 19:13:56
2019145,2,C,115.1,2023-09-25 19:13:55
2019142,2,C,116,2023-09-25 19:13:54
2019139,2,C,112.8,2023-09-25 19:13:53
2019136,2,C,113.7,2023-09-25 19:13:52
2019133,2,C,114.2,2023-09-25 19:13:51
2019130,2,C,111.4,2023-09-25 19:13:50
2019127,2,C,113.7,2023-09-25 19:13:49
2019124,2,C,113.3,2023-09-25 19:13:47
2019121,2,C,112.4,2023-09-25 19:13:46
2019119,2,C,112.8,2023-09-25 19:13:45
2019117,2,C,114.6,2023-09-25 19:13:44
2019115,2,C,110.2,2023-09-25 19:13:43
2019113,2,C,113.3,2023-09-25 19:13:42
2019111,2,C,112.4,2023-09-25 19:13:41
2019109,2,C,112,2023-09-25 19:13:40
2019107,2,C,110.8,2023-09-25 19:13:39
2019105,2,C,111.4,2023-09-25 19:13:38
2019103,2,C,107.4,2023-09-25 19:13:37
2019101,2,C,108,2023-09-25 19:13:36
2019099,2,C,106.2,2023-09-25 19:13:35
2019097,2,C,106.2,2023-09-25 19:13:34
2019095,2,C,103.3,2023-09-25 19:13:33
2019093,2,C,104.5,2023-09-25 19:13:32
2019091,2,C,102.6,2023-09-25 19:13:31
2019089,2,C,106.8,2023-09-25 19:13:30
2019087,2,C,102.6,2023-09-25 19:13:29
2019085,2,C,101.3,2023-09-25 19:13:28
2019083,2,C,100.6,2023-09-25 19:13:27
2019081,2,C,102.6,2023-09-25 19:13:25
2019079,2,C,97.6,2023-09-25 19:13:24
2019077,2,C,97.6,2023-09-25 19:13:23
2019075,2,C,103.3,2023-09-25 19:13:22
2019073,2,C,101.3,2023-09-25 19:13:21
2019071,2,C,100.6,2023-09-25 19:13:20
2019069,2,C,100,2023-09-25 19:13:19
2019067,2,C,100.6,2023-09-25 19:13:18
2019065,2,C,101.3,2023-09-25 19:13:17
2019063,2,C,102.6,2023-09-25 19:13:16
2019061,2,C,103.3,2023-09-25 19:13:15
2019059,2,C,99.2,2023-09-25 19:13:14
2019057,2,C,103.3,2023-09-25 19:13:13
2019055,2,C,105.1,2023-09-25 19:13:12
2019053,2,C,101.3,2023-09-25 19:13:11
2019051,2,C,101.9,2023-09-25 19:13:10
2019049,2,C,103.3,2023-09-25 19:13:09
2019047,2,C,103.3,2023-09-25 19:13:08
2019045,2,C,103.3,2023-09-25 19:13:07
2019043,2,C,104,2023-09-25 19:13:05
2019041,2,C,105.7,2023-09-25 19:13:04
2019039,2,C,104,2023-09-25 19:13:03
2019037,2,C,109.7,2023-09-25 19:13:02
2019035,2,C,104.5,2023-09-25 19:13:01
2019033,2,C,104,2023-09-25 19:13:00
2019031,2,C,105.1,2023-09-25 19:12:59
2019029,2,C,106.8,2023-09-25 19:12:58
2019027,2,C,106.8,2023-09-25 19:12:57
2019025,2,C,107.4,2023-09-25 19:12:56
2019023,2,C,104,2023-09-25 19:12:55
2019021,2,C,105.7,2023-09-25 19:12:54
2019019,2,C,106.2,2023-09-25 19:12:53
2019017,2,C,106.8,2023-09-25 19:12:52
2019015,2,C,108.5,2023-09-25 19:12:51
2019013,2,C,108,2023-09-25 19:12:50
2019011,2,C,107.4,2023-09-25 19:12:49
2019009,2,C,108.5,2023-09-25 19:12:48
2019007,2,C,110.8,2023-09-25 19:12:47
2019005,2,C,110.2,2023-09-25 19:12:46
2019003,2,C,108,2023-09-25 19:12:45
2019001,2,C,106.8,2023-09-25 19:12:43
2018999,2,C,110.8,2023-09-25 19:12:42
2018997,2,C,108.5,2023-09-25 19:12:41
2018995,2,C,109.7,2023-09-25 19:12:40
2018993,2,C,108.5,2023-09-25 19:12:39
2018991,2,C,108.5,2023-09-25 19:12:38
2018989,2,C,112,2023-09-25 19:12:37
2018987,2,C,109.7,2023-09-25 19:12:36
2018985,2,C,109.7,2023-09-25 19:12:35
2018983,2,C,112,2023-09-25 19:12:34
2018981,2,C,112,2023-09-25 19:12:33
2018979,2,C,110.2,2023-09-25 19:12:32
2018977,2,C,109.7,2023-09-25 19:12:31
2018975,2,C,112.8,2023-09-25 19:12:30
2018973,2,C,111.4,2023-09-25 19:12:29
2018972,2,C,114.6,2023-09-25 19:12:28
2018970,2,C,113.3,2023-09-25 19:12:27
2018968,2,C,114.6,2023-09-25 19:12:26
2018966,2,C,115.5,2023-09-25 19:12:25
2018964,2,C,114.6,2023-09-25 19:12:24
2018962,2,C,116.3,2023-09-25 19:12:22
2018960,2,C,114.6,2023-09-25 19:12:21
2018958,2,C,116.3,2023-09-25 19:12:20
2018956,2,C,115.1,2023-09-25 19:12:19
2018954,2,C,114.2,2023-09-25 19:12:18
2018952,2,C,115.5,2023-09-25 19:12:17
2018950,2,C,115.5,2023-09-25 19:12:16
2018948,2,C,116,2023-09-25 19:12:15
2018946,2,C,115.5,2023-09-25 19:12:14
2018944,2,C,115.5,2023-09-25 19:12:13
2018942,2,C,113.3,2023-09-25 19:12:12
2018940,2,C,114.6,2023-09-25 19:12:11
2018938,2,C,115.5,2023-09-25 19:12:10
2018936,2,C,115.1,2023-09-25 19:12:09
2018934,2,C,114.2,2023-09-25 19:12:08
2018932,2,C,116,2023-09-25 19:12:07
2018930,2,C,114.2,2023-09-25 19:12:06
2018928,2,C,114.6,2023-09-25 19:12:05
2018926,2,C,113.7,2023-09-25 19:12:04
2018924,2,C,114.6,2023-09-25 19:12:03
2018922,2,C,112.8,2023-09-25 19:12:02
2018920,2,C,115.1,2023-09-25 19:12:00
2018918,2,C,115.5,2023-09-25 19:11:59
2018916,2,C,115.1,2023-09-25 19:11:58
2018914,2,C,115.1,2023-09-25 19:11:57
2018912,2,C,117,2023-09-25 19:11:56
2018910,2,C,114.2,2023-09-25 19:11:55
2018908,2,C,113.3,2023-09-25 19:11:54
2018906,2,C,115.1,2023-09-25 19:11:53
2018904,2,C,113.3,2023-09-25 19:11:52
2018902,2,C,116.3,2023-09-25 19:11:51
2018900,2,C,113.7,2023-09-25 19:11:50
2018898,2,C,115.1,2023-09-25 19:11:49
2018896,2,C,114.2,2023-09-25 19:11:48
2018893,2,C,114.6,2023-09-25 19:11:47
2018890,2,C,115.1,2023-09-25 19:11:46
2018887,2,C,114.6,2023-09-25 19:11:45
2018884,2,C,112.4,2023-09-25 19:11:44
2018881,2,C,115.5,2023-09-25 19:11:43
2018878,2,C,113.3,2023-09-25 19:11:42
2018875,2,C,113.7,2023-09-25 19:11:41
2018872,2,C,112.8,2023-09-25 19:11:39
2018869,2,C,114.2,2023-09-25 19:11:38
2018866,2,C,113.3,2023-09-25 19:11:37
2018863,2,C,115.1,2023-09-25 19:11:36
2018860,2,C,112,2023-09-25 19:11:35
2018857,2,C,110.8,2023-09-25 19:11:34
2018854,2,C,112,2023-09-25 19:11:33
2018851,2,C,111.4,2023-09-25 19:11:32
2018848,2,C,112,2023-09-25 19:11:31
2018846,2,C,114.6,2023-09-25 19:11:30
2018844,2,C,112.8,2023-09-25 19:11:29
2018842,2,C,114.2,2023-09-25 19:11:28
2018840,2,C,112.4,2023-09-25 19:11:27
2018838,2,C,112,2023-09-25 19:11:26
2018836,2,C,110.8,2023-09-25 19:11:25
2018834,2,C,110.2,2023-09-25 19:11:24
2018832,2,C,105.1,2023-09-25 19:11:23
2018830,2,C,106.8,2023-09-25 19:11:22
2018828,2,C,108.5,2023-09-25 19:11:21
2018826,2,C,107.4,2023-09-25 19:11:20
2018824,2,C,101.9,2023-09-25 19:11:19
2018822,2,C,108,2023-09-25 19:11:17
2018820,2,C,105.7,2023-09-25 19:11:16
2018818,2,C,104,2023-09-25 19:11:15
2018816,2,C,104.5,2023-09-25 19:11:14
2018814,2,C,105.1,2023-09-25 19:11:13
2018812,2,C,106.2,2023-09-25 19:11:12
2018810,2,C,98.4,2023-09-25 19:11:11
2018808,2,C,102.6,2023-09-25 19:11:10
2018806,2,C,104.6,2023-09-25 19:11:09
2018804,2,C,105.3,2023-09-25 19:11:08
2018803,2,C,104.6,2023-09-25 19:11:07
2018801,2,C,104.6,2023-09-25 19:11:06
2018799,2,C,105.3,2023-09-25 19:11:05
2018797,2,C,101.3,2023-09-25 19:11:04
2018795,2,C,104.6,2023-09-25 19:11:03
2018793,2,C,105.3,2023-09-25 19:11:02
2018791,2,C,101.3,2023-09-25 19:11:01
2018789,2,C,105.9,2023-09-25 19:11:00
2018787,2,C,106.6,2023-09-25 19:10:59
2018785,2,C,105.9,2023-09-25 19:10:58
2018783,2,C,104.6,2023-09-25 19:10:57
2018781,2,C,109.5,2023-09-25 19:10:56
2018779,2,C,105.9,2023-09-25 19:10:55
2018777,2,C,104.6,2023-09-25 19:10:54
2018775,2,C,106.6,2023-09-25 19:10:53
2018773,2,C,107.3,2023-09-25 19:10:51
2018771,2,C,104.6,2023-09-25 19:10:50
2018769,2,C,106.6,2023-09-25 19:10:49
2018767,2,C,109,2023-09-25 19:10:48
2018765,2,C,108,2023-09-25 19:10:47
2018763,2,C,108.5,2023-09-25 19:10:46
2018761,2,C,111.5,2023-09-25 19:10:45
2018759,2,C,108.5,2023-09-25 19:10:44
2018757,2,C,110,2023-09-25 19:10:43
2018755,2,C,110.5,2023-09-25 19:10:42
2018753,2,C,108.5,2023-09-25 19:10:41
2018751,2,C,112.4,2023-09-25 19:10:40
2018749,2,C,111,2023-09-25 19:10:39
2018747,2,C,111,2023-09-25 19:10:38
2018745,2,C,110.5,2023-09-25 19:10:37
2018743,2,C,111,2023-09-25 19:10:36
2018741,2,C,113.7,2023-09-25 19:10:35
2018739,2,C,112.8,2023-09-25 19:10:34
2018737,2,C,113.3,2023-09-25 19:10:33
2018735,2,C,112,2023-09-25 19:10:32
2018733,2,C,116,2023-09-25 19:10:31
2018731,2,C,113.3,2023-09-25 19:10:30
2018729,2,C,113.3,2023-09-25 19:10:29
2018727,2,C,113.3,2023-09-25 19:10:27
2018725,2,C,114.6,2023-09-25 19:10:26
2018723,2,C,115.1,2023-09-25 19:10:25
2018721,2,C,116,2023-09-25 19:10:24
2018719,2,C,116.8,2023-09-25 19:10:23
2018717,2,C,114.2,2023-09-25 19:10:22
2018715,2,C,116.8,2023-09-25 19:10:21
2018713,2,C,115.1,2023-09-25 19:10:20
2018711,2,C,116.8,2023-09-25 19:10:19
2018709,2,C,114.6,2023-09-25 19:10:18
2018707,2,C,115.1,2023-09-25 19:10:17
2018705,2,C,115.5,2023-09-25 19:10:16
2018703,2,C,115.5,2023-09-25 19:10:15
2018701,2,C,116.8,2023-09-25 19:10:14
2018699,2,C,118,2023-09-25 19:10:13
2018697,2,C,114.6,2023-09-25 19:10:12
2018695,2,C,116.4,2023-09-25 19:10:11
2018693,2,C,116.8,2023-09-25 19:10:10
2018691,2,C,116,2023-09-25 19:10:09
2018689,2,C,114.2,2023-09-25 19:10:08
2018687,2,C,116.8,2023-09-25 19:10:07
2018685,2,C,113.7,2023-09-25 19:10:06
2018683,2,C,116,2023-09-25 19:10:04
2018681,2,C,115.1,2023-09-25 19:10:03
2018679,2,C,115.1,2023-09-25 19:10:02
2018676,2,C,115.5,2023-09-25 19:10:01
2018673,2,C,114.2,2023-09-25 19:10:00
2018670,2,C,116.8,2023-09-25 19:09:59
2018667,2,C,116,2023-09-25 19:09:58
2018664,2,C,113.7,2023-09-25 19:09:57
2018661,2,C,117.2,2023-09-25 19:09:56
2018658,2,C,116.4,2023-09-25 19:09:55
2018655,2,C,113.7,2023-09-25 19:09:54
2018652,2,C,115.5,2023-09-25 19:09:53
2018649,2,C,115.5,2023-09-25 19:09:52
2018646,2,C,115.1,2023-09-25 19:09:51
2018643,2,C,111.5,2023-09-25 19:09:50
2018640,2,C,117.2,2023-09-25 19:09:49
2018637,2,C,115.1,2023-09-25 19:09:48
2018634,2,C,116,2023-09-25 19:09:46
2018631,2,C,112.8,2023-09-25 19:09:45
2018628,2,C,115.1,2023-09-25 19:09:44
2018625,2,C,116.8,2023-09-25 19:09:43
2018622,2,C,113.7,2023-09-25 19:09:42
2018619,2,C,113.3,2023-09-25 19:09:41
2018616,2,C,115.5,2023-09-25 19:09:40
2018613,2,C,113.3,2023-09-25 19:09:39
2018610,2,C,113.3,2023-09-25 19:09:38
2018607,2,C,112.4,2023-09-25 19:09:37
2018604,2,C,114.6,2023-09-25 19:09:36
2018601,2,C,112.4,2023-09-25 19:09:35
2018599,2,C,112.8,2023-09-25 19:09:34
2018597,2,C,112.4,2023-09-25 19:09:33
2018595,2,C,113.3,2023-09-25 19:09:32
2018593,2,C,113.3,2023-09-25 19:09:31
2018591,2,C,112.4,2023-09-25 19:09:30
2018589,2,C,112,2023-09-25 19:09:29
2018587,2,C,112,2023-09-25 19:09:28
2018585,2,C,109,2023-09-25 19:09:27
2018583,2,C,112.8,2023-09-25 19:09:25
2018581,2,C,110,2023-09-25 19:09:24
2018579,2,C,111.5,2023-09-25 19:09:23
2018577,2,C,112,2023-09-25 19:09:22
2018575,2,C,105.3,2023-09-25 19:09:21
2018573,2,C,104.6,2023-09-25 19:09:20
2018571,2,C,104.6,2023-09-25 19:09:19
2018569,2,C,105.3,2023-09-25 19:09:18
2018567,2,C,105.3,2023-09-25 19:09:17
2018565,2,C,107.3,2023-09-25 19:09:16
2018563,2,C,104,2023-09-25 19:09:15
2018561,2,C,107.3,2023-09-25 19:09:14
2018559,2,C,105.3,2023-09-25 19:09:13
2018557,2,C,105.9,2023-09-25 19:09:12
2018555,2,C,104,2023-09-25 19:09:11
2018553,2,C,100,2023-09-25 19:09:10
2018552,2,C,101.9,2023-09-25 19:09:09
2018550,2,C,106.6,2023-09-25 19:09:08
2018548,2,C,103.3,2023-09-25 19:09:07
2018546,2,C,102.6,2023-09-25 19:09:06
2018544,2,C,103.3,2023-09-25 19:09:05
2018542,2,C,102.6,2023-09-25 19:09:03
2018540,2,C,106.6,2023-09-25 19:09:02
2018538,2,C,104,2023-09-25 19:09:01
2018536,2,C,105.3,2023-09-25 19:09:00
2018534,2,C,107.3,2023-09-25 19:08:59
2018532,2,C,105.9,2023-09-25 19:08:58
2018530,2,C,102.6,2023-09-25 19:08:57
2018528,2,C,105.9,2023-09-25 19:08:56
2018526,2,C,107.3,2023-09-25 19:08:55
2018524,2,C,108.5,2023-09-25 19:08:54
2018522,2,C,108.5,2023-09-25 19:08:53
2018520,2,C,108.5,2023-09-25 19:08:52
2018518,2,C,106.6,2023-09-25 19:08:51
2018516,2,C,106.6,2023-09-25 19:08:50
2018514,2,C,106.6,2023-09-25 19:08:49
2018512,2,C,108.5,2023-09-25 19:08:48
2018510,2,C,110.5,2023-09-25 19:08:47
2018508,2,C,109,2023-09-25 19:08:46
2018506,2,C,110.5,2023-09-25 19:08:45
2018504,2,C,112.8,2023-09-25 19:08:44
2018502,2,C,109.5,2023-09-25 19:08:43
2018500,2,C,109.5,2023-09-25 19:08:42
2018498,2,C,110,2023-09-25 19:08:40
2018496,2,C,110,2023-09-25 19:08:39
2018494,2,C,111,2023-09-25 19:08:38
2018492,2,C,111.5,2023-09-25 19:08:37
2018490,2,C,110,2023-09-25 19:08:36
2018488,2,C,112.4,2023-09-25 19:08:35
2018486,2,C,111,2023-09-25 19:08:34
2018484,2,C,113.3,2023-09-25 19:08:33
2018482,2,C,114.6,2023-09-25 19:08:32
2018480,2,C,113.7,2023-09-25 19:08:31
2018478,2,C,113.7,2023-09-25 19:08:30
2018476,2,C,112.4,2023-09-25 19:08:29
2018474,2,C,113.7,2023-09-25 19:08:28
2018472,2,C,114.6,2023-09-25 19:08:27
2018470,2,C,117.2,2023-09-25 19:08:26
2018468,2,C,114.6,2023-09-25 19:08:25
2018466,2,C,114.6,2023-09-25 19:08:24
2018464,2,C,117.2,2023-09-25 19:08:23
2018462,2,C,117.6,2023-09-25 19:08:22
2018460,2,C,116,2023-09-25 19:08:21
2018458,2,C,116.4,2023-09-25 19:08:20
2018456,2,C,116,2023-09-25 19:08:19
2018454,2,C,116.4,2023-09-25 19:08:17
2018452,2,C,115.5,2023-09-25 19:08:16
2018450,2,C,113.3,2023-09-25 19:08:15
2018448,2,C,113.3,2023-09-25 19:08:14
2018446,2,C,113.3,2023-09-25 19:08:13
2018444,2,C,113.7,2023-09-25 19:08:12
2018442,2,C,115.1,2023-09-25 19:08:11
2018440,2,C,115.1,2023-09-25 19:08:10
2018438,2,C,113.7,2023-09-25 19:08:09
2018436,2,C,115.1,2023-09-25 19:08:08
2018434,2,C,115.1,2023-09-25 19:08:07
2018432,2,C,114.2,2023-09-25 19:08:06
2018430,2,C,116.4,2023-09-25 19:08:05
2018428,2,C,113.7,2023-09-25 19:08:04
2018426,2,C,114.6,2023-09-25 19:08:03
2018424,2,C,114.6,2023-09-25 19:08:02
2018422,2,C,113.7,2023-09-25 19:08:01
2018419,2,C,113.7,2023-09-25 19:08:00
2018416,2,C,114.6,2023-09-25 19:07:59
2018413,2,C,116.8,2023-09-25 19:07:58
2018410,2,C,115.1,2023-09-25 19:07:56
2018407,2,C,113.7,2023-09-25 19:07:55
2018404,2,C,114.6,2023-09-25 19:07:54
2018401,2,C,115.5,2023-09-25 19:07:53
2018398,2,C,114.6,2023-09-25 19:07:52
2018395,2,C,113.7,2023-09-25 19:07:51
2018392,2,C,114.6,2023-09-25 19:07:50
2018389,2,C,114.6,2023-09-25 19:07:49
2018386,2,C,113.3,2023-09-25 19:07:48
2018383,2,C,116.8,2023-09-25 19:07:47
2018380,2,C,112.8,2023-09-25 19:07:46
2018377,2,C,112.4,2023-09-25 19:07:45
2018374,2,C,113.3,2023-09-25 19:07:44
2018372,2,C,113.3,2023-09-25 19:07:43
2018369,2,C,113.3,2023-09-25 19:07:42
2018366,2,C,115.1,2023-09-25 19:07:41
2018363,2,C,112.4,2023-09-25 19:07:40
2018360,2,C,113.3,2023-09-25 19:07:39
2018357,2,C,114.6,2023-09-25 19:07:38
2018354,2,C,113.3,2023-09-25 19:07:37
2018351,2,C,113.7,2023-09-25 19:07:36
2018348,2,C,110.5,2023-09-25 19:07:35
2018345,2,C,110.5,2023-09-25 19:07:33
2018343,2,C,113.7,2023-09-25 19:07:32
2018341,2,C,111,2023-09-25 19:07:31
2018339,2,C,112.8,2023-09-25 19:07:30
2018337,2,C,109.5,2023-09-25 19:07:29
2018335,2,C,108.5,2023-09-25 19:07:28
2018333,2,C,109.5,2023-09-25 19:07:27
2018331,2,C,108.5,2023-09-25 19:07:26
2018329,2,C,107.3,2023-09-25 19:07:25
